id,type,slug,display_name,ssa_site_code,ssa_office_name,region,ssa_last_updated,address1,address2,city,state,zipcode,tel_public,tel_call_back,fax,modified
804,2,caldwell-id-fo,Caldwell ID FO,899,CALDWELL ID,NULL,10/1/2020,1118 South Kimball Ave,,Caldwell,ID,83605,18778361560,NULL,NULL,2020-12-19 16:07:38.902+00
805,2,salt-lake-city-utah-fo,Salt Lake City utah FO,900,SALT LAKE CITY UTAH,NULL,10/1/2020,175 East 400 South,Suite 500,Salt Lake City,UT,84111,18668515275,NULL,NULL,2020-12-19 16:07:55.65+00
806,2,ogden-ut-fo,Ogden UT FO,901,OGDEN UT,NULL,10/1/2020,324 25Th Street,2Nd Fl Fob,Ogden,UT,84401,18773789081,NULL,NULL,2020-12-19 16:07:51.739+00
807,2,provo-ut-fo,Provo UT FO,902,PROVO UT,NULL,10/1/2020,88 West 100 North,J. Will Robinson Fob,Provo,UT,84601,18663669549,NULL,NULL,2020-12-19 16:07:54.833+00
808,2,casa-grande-az-fo,Casa Grande AZ FO,903,CASA GRANDE AZ,NULL,10/1/2020,1637 E Monument Plz Cr,Suite 2,Casa Grande,AZ,85122,18774050403,NULL,NULL,2020-12-19 16:07:39.102+00
809,2,boyle-heights-ca-fo,Boyle Heights CA FO,904,BOYLE HEIGHTS CA,NULL,10/1/2020,215 N Soto Street,,Los Angeles,CA,90033,18669641775,NULL,NULL,2020-12-19 16:07:38.478+00
810,2,hemet-ca-fo,Hemet CA FO,906,HEMET CA,NULL,10/1/2020,3095 W Devonshire Ave,,Hemet,CA,92545,18552077083,NULL,NULL,2020-12-19 16:07:45.078+00
811,2,phoenix-north-az-fo,Phoenix North AZ FO,907,PHOENIX NORTH AZ,NULL,10/1/2020,16241 N Tatum Blvd,,Phoenix,AZ,85032,18663487855,NULL,NULL,2020-12-19 16:07:53.744+00
812,2,tucson-az-fo,Tucson AZ FO,908,TUCSON AZ,NULL,10/1/2020,3808 N 1St Ave,,Tucson,AZ,85719,18663317693,NULL,NULL,2020-12-19 16:07:57.452+00
813,2,prescott-az-fo,Prescott AZ FO,909,PRESCOTT AZ,NULL,10/1/2020,205 N Marina,,Prescott,AZ,86301,18774571733,NULL,NULL,2020-12-19 16:07:54.773+00
814,2,rice-lake-wi-fo,Rice Lake WI FO,910,RICE LAKE WI,NULL,10/1/2020,1703 W Knapp Street,,Rice Lake,WI,54868,18888233923,NULL,NULL,2020-12-19 16:07:55.085+00
815,2,yuma-az-fo,Yuma AZ FO,911,YUMA AZ,NULL,10/1/2020,325 W 19Th St Suite 1,,Yuma,AZ,85364,18666132970,NULL,NULL,2020-12-19 16:07:58.487+00
816,2,apache-junction-az-fo,Apache Junction AZ FO,912,APACHE JUNCTION AZ,NULL,10/1/2020,253 W Superstition Blv,,Apache Junction,AZ,85120,18669647417,NULL,NULL,2020-12-19 16:07:37.446+00
817,2,phoenix-downtown-az-fo,Phoenix Downtown AZ FO,913,PHOENIX DOWNTOWN AZ,NULL,10/1/2020,250 N Seventh Ave,Suite 100,Phoenix,AZ,85007,18669644852,NULL,NULL,2020-12-19 16:07:53.734+00
818,2,glendale-az-fo,Glendale AZ FO,914,GLENDALE AZ,NULL,10/1/2020,5907 W Kings Ave,,Glendale,AZ,85306,18888867213,NULL,NULL,2020-12-19 16:07:43.802+00
819,2,spokane-wa-fo,Spokane WA FO,915,SPOKANE WA,NULL,10/1/2020,714 N Iron Bridge Way,Suite 100,Spokane,WA,99202,18663315532,NULL,NULL,2020-12-19 16:07:56.626+00
820,2,seattle-metro-wa-fo,Seattle Metro WA FO,916,SEATTLE METRO WA,NULL,10/1/2020,915 2Nd Ave,Suite 901,Seattle,WA,98174,18664943135,NULL,NULL,2020-12-19 16:07:56.135+00
821,2,tacoma-wa-fo,Tacoma WA FO,917,TACOMA WA,NULL,10/1/2020,2608 S 47Th St,Suite A,Tacoma,WA,98409,18884879229,NULL,NULL,2020-12-19 16:07:57.121+00
822,2,olympia-wa-fo,Olympia WA FO,918,OLYMPIA WA,NULL,10/1/2020,402 Yauger Way Sw,,Olympia,WA,98502,18667556199,NULL,NULL,2020-12-19 16:07:51.949+00
823,2,yakima-wa-fo,Yakima WA FO,919,YAKIMA WA,NULL,10/1/2020,801 Fruitvale Blvd,,Yakima,WA,98902,18663388552,NULL,NULL,2020-12-19 16:07:58.427+00
824,2,bellingham-wa-fo,Bellingham WA FO,920,BELLINGHAM WA,NULL,10/1/2020,710 Alabama St,,Bellingham,WA,98225,18662566906,NULL,NULL,2020-12-19 16:07:38.045+00
825,2,grays-harbor-wa-fo,Grays Harbor WA FO,921,GRAYS HARBOR WA,NULL,10/1/2020,820 Simpson Ave,,Hoquiam,WA,98550,18556344197,NULL,NULL,2020-12-19 16:07:43.957+00
826,2,everett-wa-fo,Everett WA FO,922,EVERETT WA,NULL,10/1/2020,3809 Broadway,,Everett,WA,98201,18665634595,NULL,NULL,2020-12-19 16:07:42.709+00
827,2,vancouver-wa-fo,Vancouver WA FO,923,VANCOUVER WA,NULL,10/1/2020,805 Broadway St,Suite 500,Vancouver,WA,98660,18666058967,NULL,NULL,2020-12-19 16:07:57.647+00
828,2,wenatchee-wa-fo,Wenatchee WA FO,924,WENATCHEE WA,NULL,10/1/2020,301 Yakima Street,Ste 212,Wenatchee,WA,98801,18776693125,NULL,NULL,2020-12-19 16:07:57.982+00
829,2,walla-walla-wa-fo,Walla Walla WA FO,925,WALLA WALLA WA,NULL,10/1/2020,880 Ne Rose St,,College Place,WA,99324,18663667814,NULL,NULL,2020-12-19 16:07:57.776+00
830,2,kitsap-wa-fo,Kitsap WA FO,926,KITSAP WA,NULL,10/1/2020,9594 Mickelberry Rd Nw,,Silverdale,WA,98383,18558200098,NULL,NULL,2020-12-19 16:07:47.075+00
831,2,tri-cities-wa-fo,Tri-cities WA FO,927,TRI-CITIES WA,NULL,10/1/2020,8131 W Klamath Ct,Suite A,Kennewick,WA,99336,18662696671,NULL,NULL,2020-12-19 16:07:57.423+00
832,2,longview-wa-fo,Longview WA FO,928,LONGVIEW WA,NULL,10/1/2020,840 Ocean Beach Hwy,Suite 150,Longview,WA,98632,18664950044,NULL,NULL,2020-12-19 16:07:48.364+00
833,2,mesa-az-fo,Mesa AZ FO,929,MESA AZ,NULL,10/1/2020,702 W Jerome Avenue,,Mesa,AZ,85210,18669641716,NULL,NULL,2020-12-19 16:07:49.69+00
834,2,south-tucson-az-fo,South Tucson AZ FO,930,SOUTH TUCSON AZ,NULL,10/1/2020,88 W 38Th St,Suite 100,Tucson,AZ,85713,18662207896,NULL,NULL,2020-12-19 16:07:56.579+00
835,2,san-marcos-ca-fo,San Marcos CA FO,931,SAN MARCOS CA,NULL,10/1/2020,367 Via Vera Cruz,,San Marcos,CA,92078,18666144769,NULL,NULL,2020-12-19 16:07:55.878+00
836,2,portland-metro-or-fo,Portland Metro OR FO,932,PORTLAND METRO OR,NULL,10/1/2020,1538 Sw Yamhill St,,Portland,OR,97205,18886326990,NULL,NULL,2020-12-19 16:07:54.354+00
837,2,eugene-or-fo,Eugene OR FO,933,EUGENE OR,NULL,10/1/2020,2504 Oakmont Way,,Eugene,OR,97401,18665633450,NULL,NULL,2020-12-19 16:07:42.562+00
838,2,salem-or-fo,Salem OR FO,935,SALEM OR,NULL,10/1/2020,1750 Mcgilchrist St Se,Ste 110,Salem,OR,97302,18665931559,NULL,NULL,2020-12-19 16:07:55.593+00
839,2,la-grande-or-fo,La Grande OR FO,936,LA GRANDE OR,NULL,10/1/2020,2205 Cove Ave,,La Grande,OR,97850,18888107611,NULL,NULL,2020-12-19 16:07:47.211+00
840,2,medford-or-fo,Medford OR FO,937,MEDFORD OR,NULL,10/1/2020,3501 Excel Dr,Suite 101,Medford,OR,97504,18669317943,NULL,NULL,2020-12-19 16:07:49.381+00
841,2,north-bend-or-fo,North Bend OR FO,938,NORTH BEND OR,NULL,10/1/2020,3661 Broadway,,North Bend,OR,97459,18662759901,NULL,NULL,2020-12-19 16:07:50.809+00
842,2,roseburg-or-fo,Roseburg OR FO,939,ROSEBURG OR,NULL,10/1/2020,1730 Nw Hughwood Ave,,Roseburg,OR,97471,18666140031,NULL,NULL,2020-12-19 16:07:55.443+00
843,2,portland-east-o-fo,Portland-EAST o FO,940,PORTLAND-EAST O,NULL,10/1/2020,17925 Se Division St,,Portland,OR,97236,18663316402,NULL,NULL,2020-12-19 16:07:54.289+00
844,2,oregon-city-fo,Oregon city FO,941,OREGON CITY,NULL,10/1/2020,194 Beverly Drive,,Oregon City,OR,97045,18669644264,NULL,NULL,2020-12-19 16:07:52.065+00
845,2,delano-ca-fo,Delano CA FO,942,DELANO CA,NULL,10/1/2020,2234 Girard Street,Building C,Delano,CA,93215,18666350287,NULL,NULL,2020-12-19 16:07:41.484+00
846,2,west-covina-ca-fo,West Covina CA FO,943,WEST COVINA CA,NULL,10/1/2020,501 S Vincent Ave,Suite 201,West Covina,CA,91790,18669640162,NULL,NULL,2020-12-19 16:07:58.022+00
847,2,porterville-ca-fo,Porterville CA FO,944,PORTERVILLE CA,NULL,10/1/2020,890 W Morton Avenue,,Porterville,CA,93257,18663888903,NULL,NULL,2020-12-19 16:07:54.28+00
848,2,reno-nv-fo,Reno NV FO,945,RENO NV,NULL,10/1/2020,1170 Harvard Way,,Reno,NV,89502,18888085481,NULL,NULL,2020-12-19 16:07:55.058+00
849,2,las-vegas-nv-fo,Las Vegas NV FO,946,LAS VEGAS NV,NULL,10/1/2020,1250 S Buffalo Dr,Suite 150,Las Vegas,NV,89117,18667044859,NULL,NULL,2020-12-19 16:07:47.557+00
850,2,madera-ca-fo,Madera CA FO,947,MADERA CA,NULL,10/1/2020,348 E Yosemite Ave,,Madera,CA,93638,18774051453,NULL,NULL,2020-12-19 16:07:48.723+00
851,2,watsonville-ca-fo,Watsonville CA FO,948,WATSONVILLE CA,NULL,10/1/2020,180 Westgate Drive,Suite 301,Watsonville,CA,95076,18005213385,NULL,NULL,2020-12-19 16:07:57.919+00
852,2,carrollwood-fl-fo,Carrollwood FL FO,949,CARROLLWOOD FL,NULL,10/1/2020,4010 Gunn Highway,Suite 100,Tampa,FL,33618,18554335873,NULL,NULL,2020-12-19 16:07:39.093+00
853,2,sf-downtown-ca-fo,Sf Downtown CA FO,950,SF DOWNTOWN CA,NULL,10/1/2020,90 7Th St,Annex 1St Fl,San Francisco,CA,94103,18669645051,NULL,NULL,2020-12-19 16:07:56.247+00
854,2,los-angeles-downtown-ca-fo,Los Angeles downtown FO,951,LOS ANGELES DOWNTOWN,NULL,10/1/2020,611 W 6Th Street,6Th Floor,Los Angeles,CA,90017,18778036308,NULL,NULL,2020-12-19 16:07:48.399+00
855,2,fresno-ca-fo,Fresno CA FO,952,FRESNO CA,NULL,10/1/2020,640 W Locust Avenue,,Fresno,CA,93650,18669319041,NULL,NULL,2020-12-19 16:07:43.508+00
856,2,oakland-dt-ca-fo,Oakland Dt CA FO,953,OAKLAND DT CA,NULL,10/1/2020,360 22Nd St,Suite 400,Oakland,CA,94612,18669647420,NULL,NULL,2020-12-19 16:07:51.373+00
857,2,san-diego-ca-fo,San Diego CA FO,954,SAN DIEGO CA,NULL,10/1/2020,1333 Front Street,,San Diego,CA,92101,18558200097,NULL,NULL,2020-12-19 16:07:55.747+00
858,2,sacramento-ca-fo,Sacramento CA FO,955,SACRAMENTO CA,NULL,10/1/2020,8581 Folsom Blvd,Suite A,Sacramento,CA,95826,18772745419,NULL,NULL,2020-12-19 16:07:55.547+00
859,2,eureka-ca-fo,Eureka CA FO,956,EUREKA CA,NULL,10/1/2020,3144 Broadway,,Eureka,CA,95501,18668281991,NULL,NULL,2020-12-19 16:07:42.594+00
860,2,pasadena-ca-fo,Pasadena CA FO,957,PASADENA CA,NULL,10/1/2020,104 N Mentor Avenue,,Pasadena,CA,91106,18772551508,NULL,NULL,2020-12-19 16:07:52.973+00
861,2,long-beach-ca-fo,Long Beach CA FO,958,LONG BEACH CA,NULL,10/1/2020,2005 Long Beach Blvd,,Long Beach,CA,90806,18882562631,NULL,NULL,2020-12-19 16:07:48.26+00
862,2,san-bernardino-ca-fo,San Bernardino CA FO,959,SAN BERNARDINO CA,NULL,10/1/2020,605 N Arrowhead Ave,Suite 101,San Bernardino,CA,92401,18663317132,NULL,NULL,2020-12-19 16:07:55.724+00
863,2,san-jose-ca-fo,San Jose CA FO,960,SAN JOSE CA,NULL,10/1/2020,280 S First Street,Room 244 2Nd Floor,San Jose,CA,95113,18663312235,NULL,NULL,2020-12-19 16:07:55.798+00
864,2,santa-barbara-ca-fo,Santa Barbara CA FO,961,SANTA BARBARA CA,NULL,10/1/2020,122 W Figueroa St,,Santa Barbara,CA,93101,18666956285,NULL,NULL,2020-12-19 16:07:55.977+00
865,2,stockton-ca-fo,Stockton CA FO,962,STOCKTON CA,NULL,10/1/2020,4747 Feather River Dr,,Stockton,CA,95219,18778036314,NULL,NULL,2020-12-19 16:07:57.04+00
866,2,bakersfield-ca-fo,Bakersfield CA FO,963,BAKERSFIELD CA,NULL,10/1/2020,5300 Office Park Drive,,Bakersfield,CA,93309,18664761489,NULL,NULL,2020-12-19 16:07:37.766+00
867,2,santa-rosa-ca-fo,Santa Rosa CA FO,964,SANTA ROSA CA,NULL,10/1/2020,Building A,2099 Range Avenue,Santa Rosa,CA,95401,18778706384,NULL,NULL,2020-12-19 16:07:56.04+00
868,2,glendale-ca-fo,Glendale CA FO,965,GLENDALE CA,NULL,10/1/2020,225 W Broadway,Suite 600,Glendale,CA,91204,18558869633,NULL,NULL,2020-12-19 16:07:43.81+00
869,2,huntington-park-ca-fo,Huntington Park CA FO,966,HUNTINGTON PARK CA,NULL,10/1/2020,6303 Rugby Avenue,,Huntington Park,CA,90255,18669319941,NULL,NULL,2020-12-19 16:07:45.639+00
870,2,san-mateo-ca-fo,San Mateo CA FO,967,SAN MATEO CA,NULL,10/1/2020,800 South Claremont St,Suite 101,San Mateo,CA,94402,18667268193,NULL,NULL,2020-12-19 16:07:55.896+00
871,2,hollywood-ca-fo,Hollywood CA FO,968,HOLLYWOOD CA,NULL,10/1/2020,1122 N Vine St,,Hollywood,CA,90038,18666132861,NULL,NULL,2020-12-19 16:07:45.409+00
872,2,redding-ca-fo,Redding CA FO,969,REDDING CA,NULL,10/1/2020,2660 Park Marina Dr,Suite A,Redding,CA,96001,18669641236,NULL,NULL,2020-12-19 16:07:55.021+00
873,2,l.a.-westwood-ca-fo,L.a. Westwood CA FO,970,L.A. WESTWOOD CA,NULL,10/1/2020,11500 W Olympic Blvd,Suite 300,Los Angeles,CA,90064,18669644779,NULL,NULL,2020-12-19 16:07:47.167+00
874,2,inglewood-ca-fo,Inglewood CA FO,971,INGLEWOOD CA,NULL,10/1/2020,230 East Spruce Avenue,,Inglewood,CA,90301,18663317694,NULL,NULL,2020-12-19 16:07:45.854+00
875,2,santa-ana-ca-fo,Santa Ana CA FO,972,SANTA ANA CA,NULL,10/1/2020,1851 East First Street,Fifth Floor,Santa Ana,CA,92705,18883666146,NULL,NULL,2020-12-19 16:07:55.959+00
876,2,vallejo-ca-fo,Vallejo CA FO,973,VALLEJO CA,NULL,10/1/2020,106 Plaza Dr,Suite A,Vallejo,CA,94591,18888085487,NULL,NULL,2020-12-19 16:07:57.62+00
877,2,ventura-ca-fo,Ventura CA FO,974,VENTURA CA,NULL,10/1/2020,6477 Telephone Road,Suite 1,Ventura,CA,93003,18776517118,NULL,NULL,2020-12-19 16:07:57.662+00
878,2,panorama-city-ca-fo,Panorama City CA FO,975,PANORAMA CITY CA,NULL,10/1/2020,Suite 207,14500 Roscoe Blvd,Panorama City,CA,91402,18663410785,NULL,NULL,2020-12-19 16:07:52.81+00
879,2,berkeley-ca-fo,Berkeley CA FO,976,BERKELEY CA,NULL,10/1/2020,2045 Allston Way,,Berkeley,CA,94704,18775314696,NULL,NULL,2020-12-19 16:07:38.11+00
880,2,modesto-ca-fo,Modesto CA FO,978,MODESTO CA,NULL,10/1/2020,1521 N Carpenter Rd,Suite E1,Modesto,CA,95351,18887487698,NULL,NULL,2020-12-19 16:07:50.066+00
882,2,visalia-ca-fo,Visalia CA FO,980,VISALIA CA,NULL,10/1/2020,1901 E Noble Avenue,,Visalia,CA,93292,18663448475,NULL,NULL,2020-12-19 16:07:57.748+00
883,2,pomona-valley-ca-fo,Pomona Valley CA FO,981,POMONA VALLEY CA,NULL,10/1/2020,960 W Mission Blvd,,Pomona,CA,91766,18888085486,NULL,NULL,2020-12-19 16:07:54.102+00
884,2,whittier-ca-fo,Whittier CA FO,982,WHITTIER CA,NULL,10/1/2020,7200 Greenleaf,Suite 200,Whittier,CA,90602,18663362187,NULL,NULL,2020-12-19 16:07:58.15+00
885,2,torrance-ca-fo,Torrance CA FO,983,TORRANCE CA,NULL,10/1/2020,20000 Mariner Ave,Suite 150,Torrance,CA,90503,18773190732,NULL,NULL,2020-12-19 16:07:57.361+00
886,2,salinas-ca-fo,Salinas CA FO,984,SALINAS CA,NULL,10/1/2020,928 East Blanco Rd,Suite 155,Salinas,CA,93901,18776002857,NULL,NULL,2020-12-19 16:07:55.612+00
887,2,el-centro-ca-fo,El Centro CA FO,985,EL CENTRO CA,NULL,10/1/2020,3007 N Imperial Ave,,El Centro,CA,92243,18665935680,NULL,NULL,2020-12-19 16:07:42.249+00
888,2,san-luis-obispo-ca-fo,San Luis Obispo CA FO,986,SAN LUIS OBISPO CA,NULL,10/1/2020,3240 S Higuera St,,San Luis Obispo,CA,93401,18552074865,NULL,NULL,2020-12-19 16:07:55.869+00
889,2,oceanside-ca-fo,Oceanside CA FO,987,OCEANSIDE CA,NULL,10/1/2020,2160 S El Camino Real,,Oceanside,CA,92054,18552874793,NULL,NULL,2020-12-19 16:07:51.467+00
890,2,san-rafael-ca-fo,San Rafael CA FO,988,SAN RAFAEL CA,NULL,10/1/2020,99 Smith Ranch Road,Suite 200,San Rafael,CA,94903,18663317761,NULL,NULL,2020-12-19 16:07:55.918+00
891,2,yuba-city-ca-fo,Yuba City CA FO,989,YUBA CITY CA,NULL,10/1/2020,355 Percy Avenue,,Yuba City,CA,95991,18663315449,NULL,NULL,2020-12-19 16:07:58.477+00
892,2,honolulu-hi-fo,Honolulu HI FO,990,HONOLULU HI,NULL,10/1/2020,300 Ala Moana Blvd,Rm 1-114 Fed Bldg,Honolulu,HI,96850,18555724879,NULL,NULL,2020-12-19 16:07:45.476+00
893,2,hilo-hi-fo,Hilo HI FO,991,HILO HI,NULL,10/1/2020,111 E Puainako St,Suite 710,Hilo,HI,96720,18555724860,NULL,NULL,2020-12-19 16:07:45.265+00
894,2,lihue-hi-fo,Lihue HI FO,993,LIHUE HI,NULL,10/1/2020,4334 Rice Street,Suite 105,Lihue,HI,96766,18555724842,NULL,NULL,2020-12-19 16:07:47.985+00
895,2,juneau-ak-fo,Juneau AK FO,996,JUNEAU AK,NULL,10/1/2020,709 W 9Th St. Room 231,Po Box 21327,Juneau,AK,99802,18004787124,NULL,NULL,2020-12-19 16:07:46.539+00
896,2,anchorage-ak-fo,Anchorage AK FO,997,ANCHORAGE AK,NULL,10/1/2020,222 W 8Th Ave,Room A11,Anchorage,AK,99513,18667723081,NULL,NULL,2020-12-19 16:07:37.343+00
897,2,fairbanks-ak-fo,Fairbanks AK FO,998,FAIRBANKS AK,NULL,10/1/2020,101 12Th Avenue,Rm 138,Fairbanks,AK,99701,18004780391,NULL,NULL,2020-12-19 16:07:42.718+00
898,2,rio-rancho-nm-fo,Rio Rancho NM FO,00K,RIO RANCHO NM,NULL,10/1/2020,4433 Jager Dr Ne,,Rio Rancho,NM,87144,18665307783,NULL,NULL,2020-12-19 16:07:55.219+00
899,2,san-antonio-downtown-fo,San Antonio downtown FO,00N,SAN ANTONIO DOWNTOWN,NULL,10/1/2020,727 E Cesar Chavez,Rm 701 7Th Floor,San Antonio,TX,78206,18774050482,NULL,NULL,2020-12-19 16:07:55.68+00
900,2,austin-south-tx-fo,Austin South TX FO,00Y,AUSTIN SOUTH TX,NULL,10/1/2020,5508 Hwy 290 West,Bldg B,Austin,TX,78735,18552213523,NULL,NULL,2020-12-19 16:07:37.732+00
901,2,mission-tx-fo,Mission TX FO,11A,MISSION TX,NULL,10/1/2020,1013 Business Park Dr,,Mission,TX,78572,18552450647,NULL,NULL,2020-12-19 16:07:50.02+00
902,2,henderson-nv-fo,Henderson NV FO,A00,HENDERSON NV,NULL,10/1/2020,10416 S Eastern Avenue,,Henderson,NV,89052,18552077088,NULL,NULL,2020-12-19 16:07:45.179+00
903,2,susanville-fo,Susanville FO,A01,SUSANVILLE,NULL,10/1/2020,2603 Riverside Dr,,Susanville,CA,96130,18554208563,NULL,NULL,2020-12-19 16:07:57.094+00
904,2,yreka-ca-fo,Yreka CA FO,A03,YREKA CA,NULL,10/1/2020,1960 S. Oregon Street,,Yreka,CA,96097,18883666145,NULL,NULL,2020-12-19 16:07:58.47+00
905,2,pt-charlotte-fl-fo,Pt Charlotte FL FO,A06,PT CHARLOTTE FL,NULL,10/1/2020,1600 Tamiami Trail,Suite 200,Port Charlotte,FL,33948,18774050490,NULL,NULL,2020-12-19 16:07:54.847+00
906,2,st-george-ut-fo,St George UT FO,A07,ST GEORGE UT,NULL,10/1/2020,1091 North Bluff St,Suite 1100,Saint George,UT,84770,18664467085,NULL,NULL,2020-12-19 16:07:56.758+00
907,2,thousand-oaks-ca-fo,Thousand Oaks CA FO,A09,THOUSAND OAKS CA,NULL,10/1/2020,322 E Thousand Oaks Bl,Suite 110,Thousand Oaks,CA,91360,18883974807,NULL,NULL,2020-12-19 16:07:57.256+00
908,2,santa-clarita-ca-fo,Santa Clarita CA FO,A10,SANTA CLARITA CA,NULL,10/1/2020,27200 Tourney Rd,"3Rd Floor, Ste 320",Valencia,CA,91355,18886327072,NULL,NULL,2020-12-19 16:07:56.003+00
909,2,venice-fl-fo,Venice FL FO,A14,VENICE FL,NULL,10/1/2020,1435 E Venice Ave,114,Venice,FL,34292,18886762944,NULL,NULL,2020-12-19 16:07:57.655+00
910,2,colorado-river-basin-needles-ca-fo,Colorado River Basin-Needles CA FO,A15,COLORADO RIVER BASIN / NEEDLES CA,NULL,10/1/2020,1502 Bailey Avenue,,Needles,CA,92363,18665967946,NULL,NULL,2020-12-19 16:07:40.215+00
911,2,kissimmee-fl-fo,Kissimmee FL FO,A16,KISSIMMEE FL,NULL,10/1/2020,1201 E Oak St,,Kissimmee,FL,34744,18666144754,NULL,NULL,2020-12-19 16:07:47.066+00
912,2,crescent-city-ca-fo,Crescent City CA FO,A17,CRESCENT CITY CA,NULL,10/1/2020,560 E Hoover Ave,,Crescent City,CA,95531,18557273600,NULL,NULL,2020-12-19 16:07:40.963+00
913,2,ft-walton-beach-fl-fo,Ft Walton Beach FL FO,A20,FT WALTON BEACH FL,NULL,10/1/2020,111B Racetrack Rd Nw,,Fort Walton Beach,FL,32547,18663312194,NULL,NULL,2020-12-19 16:07:43.57+00
914,2,cullman-al-fo,Cullman AL FO,A21,CULLMAN AL,NULL,10/1/2020,1908 Commerce Ave Nw,,Cullman,AL,35055,18778036323,NULL,NULL,2020-12-19 16:07:41.024+00
915,2,east-hartford-ct-fo,East Hartford CT FO,A23,EAST HARTFORD CT,NULL,10/1/2020,478 Burnside Avenue,,East Hartford,CT,6108,18667066759,NULL,18339503246,2020-12-19 16:07:41.892+00
916,2,saco-me-fo,Saco ME FO,A24,SACO ME,NULL,10/1/2020,110 Main St,Suite 1450,Saco,ME,4072,18772534715,NULL,18339503248,2020-12-19 16:07:55.538+00
917,2,glassboro-nj-fo,Glassboro NJ FO,A25,GLASSBORO NJ,NULL,10/1/2020,830 Delsea Dr North,,Glassboro,NJ,8028,18668835305,NULL,NULL,2020-12-19 16:07:43.784+00
918,2,toms-river-nj-fo,Toms River NJ FO,A26,TOMS RIVER NJ,NULL,10/1/2020,190 St Catherine Blvd,,Toms River,NJ,8755,18772551497,NULL,NULL,2020-12-19 16:07:57.328+00
919,2,rio-grande-nj-fo,Rio Grande NJ FO,A27,RIO GRANDE NJ,NULL,10/1/2020,1046 Route 47 South,,Rio Grande,NJ,8242,18774059194,NULL,NULL,2020-12-19 16:07:55.208+00
920,2,guayama-pr-fo,Guayama PR FO,A29,GUAYAMA PR,NULL,10/1/2020,54 Rd 3 Albizu Campos,Edif Cfse Piso 3,Guayama,PR,784,18662728158,NULL,NULL,2020-12-19 16:07:44.232+00
921,2,humacao-pr-fo,Humacao PR FO,A30,HUMACAO PR,NULL,10/1/2020,260 Boulevard Del Rio,Suite 295,Humacao,PR,791,18666043335,NULL,NULL,2020-12-19 16:07:45.633+00
922,2,carolina-pr-fo,Carolina PR FO,A31,CAROLINA PR,NULL,10/1/2020,Ste 201,5829 65 Inf Ave,Carolina,PR,987,18338821202,NULL,NULL,2020-12-19 16:07:39.071+00
923,2,lakeport-ca-fo,Lakeport CA FO,A32,LAKEPORT CA,NULL,10/1/2020,991 Parallel Dr,Ste A,Lakeport,CA,95453,18886762666,NULL,NULL,2020-12-19 16:07:47.318+00
924,2,rockville-md-fo,Rockville MD FO,A33,ROCKVILLE MD,NULL,10/1/2020,315 N Washington St,,Rockville,MD,20850,18668385341,NULL,NULL,2020-12-19 16:07:55.405+00
925,2,mt-lebanon-pa-fo,Mt Lebanon PA FO,A34,MT LEBANON PA,NULL,10/1/2020,650 Washington Road,Suite 120,Pittsburgh,PA,15228,18887171525,NULL,NULL,2020-12-19 16:07:50.302+00
926,2,carlisle-pa-fo,Carlisle PA FO,A35,CARLISLE PA,NULL,10/1/2020,200 S Spring Garden St,,Carlisle,PA,17013,18666350507,NULL,NULL,2020-12-19 16:07:39.056+00
1160,2,leesville-la-fo,Leesville LA FO,D81,LEESVILLE LA,NULL,10/1/2020,2100 Sartor St,,Leesville,LA,71446,18885776906,NULL,NULL,2020-12-19 16:07:47.908+00
927,2,fredericksburg-fo,Fredericksburg FO,A38,FREDERICKSBURG,NULL,10/1/2020,9915 Jeff Davis Hwy,,Fredericksburg,VA,22407,18887593919,NULL,NULL,2020-12-19 16:07:43.426+00
928,2,manassas-va-fo,Manassas VA FO,A39,MANASSAS VA,NULL,10/1/2020,9500 Center Street,,Manassas,VA,20110,18552100123,NULL,NULL,2020-12-19 16:07:48.826+00
929,2,martinsville-va-fo,Martinsville VA FO,A40,MARTINSVILLE VA,NULL,10/1/2020,320 W Commonwealth Blv,,Martinsville,VA,24112,18774059780,NULL,NULL,2020-12-19 16:07:49.189+00
930,2,chesterfield-fo,Chesterfield FO,A41,CHESTERFIELD,NULL,10/1/2020,Suite 100,600 Southlake Blvd,North Chesterfield,VA,23236,18777737231,NULL,NULL,2020-12-19 16:07:39.405+00
931,2,winter-haven-fl-fo,Winter Haven FL FO,A43,WINTER HAVEN FL,NULL,10/1/2020,1395 Nw Havendale Blvd,,Winter Haven,FL,33881,18774571739,NULL,NULL,2020-12-19 16:07:58.307+00
932,2,statesboro-ga-fo,Statesboro GA FO,A44,STATESBORO GA,NULL,10/1/2020,1050 Brannen St,,Statesboro,GA,30461,18667482088,NULL,NULL,2020-12-19 16:07:56.98+00
933,2,louisville-east-ky-fo,Louisville East KY FO,A45,LOUISVILLE EAST KY,NULL,10/1/2020,10503 Timberwood Cir,Suite 50,Louisville,KY,40223,18882805851,NULL,NULL,2020-12-19 16:07:48.463+00
934,2,richmond-ky-fo,Richmond KY FO,A46,RICHMOND KY,NULL,10/1/2020,1060 Gibson Bay Drive,,Richmond,KY,40475,18668388945,NULL,NULL,2020-12-19 16:07:55.164+00
935,2,philadelphia-ms-fo,Philadelphia MS FO,A47,PHILADELPHIA MS,NULL,10/1/2020,100 Pilot St,,Philadelphia,MS,39350,18775314681,NULL,NULL,2020-12-19 16:07:53.554+00
